Gender,CGPA,Internships,Projects,Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,PlacementStatus
Female,8.62,0,4,0,63.8,6.8,Yes,No,64.1,76.8,No
Female,9.04,1,3,0,55.4,8.4,Yes,Yes,69.8,82.4,Yes
Male,7.05,2,2,3,64.3,8.4,No,No,78.2,53.8,Yes
Male,7.55,1,2,1,77.8,6.1,No,Yes,68.6,69.8,Yes
Male,6.21,2,0,0,36.4,6.7,No,Yes,91.2,69.9,No
Male,7.05,0,2,3,66.7,6.1,Yes,Yes,69.1,63.1,Yes
Female,7.0,0,2,0,58.2,5.9,Yes,Yes,74.3,78.8,Yes
Male,7.38,1,2,0,69.0,6.6,No,No,72.5,71.6,No
Male,7.53,0,3,4,47.8,6.9,No,No,62.4,66.9,Yes
Male,7.76,0,2,1,62.3,3.4,No,No,74.5,73.4,No
Female,7.44,1,5,3,63.0,6.4,Yes,Yes,66.6,85.8,Yes
Male,5.99,2,5,3,45.9,7.1,Yes,Yes,86.6,92.2,Yes
Male,6.26,1,1,1,93.0,6.7,Yes,No,76.1,85.5,No
Female,6.65,1,3,2,71.2,6.4,No,No,73.4,63.1,No
Female,6.92,2,1,2,78.8,5.0,Yes,No,71.6,63.7,No
Male,8.25,2,2,2,59.7,4.5,No,Yes,86.0,70.9,Yes
Male,6.04,0,3,0,68.2,5.7,Yes,Yes,75.7,75.9,Yes
Male,6.84,0,1,1,47.0,3.8,No,No,64.2,79.9,No
Male,8.15,1,2,2,55.4,6.4,Yes,Yes,83.1,74.0,Yes
Male,6.9,0,0,1,51.5,5.2,Yes,No,82.3,73.0,No
Female,,1,2,1,69.4,6.8,No,Yes,66.0,78.7,Yes
Female,7.06,0,2,2,90.6,5.7,Yes,No,71.7,66.2,Yes
Male,7.46,0,1,0,78.6,3.6,No,No,96.2,78.8,No
Male,6.97,0,1,1,92.2,5.0,Yes,No,78.1,70.9,No
Female,7.87,2,3,0,76.9,6.8,Yes,Yes,100.0,80.0,Yes
Male,5.65,4,1,2,71.3,7.7,No,No,88.4,54.0,No
Male,6.84,1,3,3,51.2,6.1,Yes,No,100.0,69.1,Yes
Male,7.5,0,2,0,69.8,6.9,No,Yes,67.7,73.0,No
Male,7.73,2,2,1,57.9,6.2,Yes,No,99.5,85.7,No
Male,8.69,2,1,2,77.5,6.2,Yes,Yes,62.7,82.2,Yes
Female,6.81,2,2,4,44.6,5.3,No,Yes,73.2,66.9,No
Male,8.68,0,0,3,63.4,6.5,No,Yes,67.8,81.7,Yes
Male,6.54,0,1,3,65.3,5.6,No,No,75.6,80.3,No
Male,8.53,1,0,2,91.8,8.6,Yes,No,81.2,77.7,Yes
Female,8.02,1,0,2,49.7,5.5,No,No,74.1,66.5,No
Female,6.29,1,1,2,82.5,6.8,Yes,Yes,78.0,78.8,Yes
Female,7.51,2,2,1,,4.9,No,No,72.2,81.5,No
Female,7.15,5,0,2,61.2,6.2,No,Yes,80.5,77.9,Yes
Male,7.83,0,3,0,71.1,5.0,No,Yes,79.6,65.5,No
Female,6.98,3,2,2,61.3,5.6,Yes,Yes,72.2,78.4,Yes
Male,6.89,1,3,0,65.2,8.0,Yes,Yes,72.7,84.1,Yes
Male,8.57,1,0,1,76.3,6.4,No,No,62.8,76.0,No
Female,7.1,1,2,2,100.0,7.7,Yes,No,76.5,80.3,Yes
Female,8.03,1,1,0,79.5,6.2,Yes,Yes,79.8,89.9,Yes
Female,6.97,3,3,1,68.7,7.6,No,Yes,84.7,81.0,Yes
Female,8.87,0,1,1,86.4,7.7,No,Yes,63.1,64.7,No
Female,6.52,1,2,0,43.7,7.6,Yes,No,66.8,73.4,No
Male,6.59,0,3,2,58.9,7.9,No,Yes,80.8,68.7,Yes
Female,8.72,2,4,2,66.0,7.2,Yes,No,80.8,73.7,Yes
Female,6.76,0,1,1,49.4,5.9,No,Yes,83.4,89.1,No
Female,8.8,2,0,3,56.9,4.4,Yes,No,99.6,67.8,No
Male,8.09,0,2,1,40.2,5.4,Yes,No,63.1,59.3,No
Female,7.05,1,2,1,45.8,7.1,Yes,No,68.0,70.7,No
Male,5.39,2,1,3,61.3,8.2,No,Yes,77.1,63.2,Yes
Female,7.18,2,0,1,50.9,7.2,Yes,No,75.9,70.5,No
Female,7.3,2,5,0,71.3,6.0,Yes,Yes,78.8,70.5,Yes
Male,8.37,1,3,0,69.0,5.9,No,No,91.3,78.2,No
Female,8.79,0,0,4,70.4,6.6,No,Yes,97.8,62.6,Yes
Male,6.52,2,5,0,57.4,7.4,No,Yes,67.5,82.3,Yes
Male,8.0,1,3,0,81.2,6.6,No,Yes,82.3,60.3,No
Male,7.97,0,1,1,72.5,5.8,No,Yes,89.9,60.6,Yes
Female,8.27,0,1,0,68.4,5.2,Yes,Yes,69.0,69.6,No
Female,7.7,0,2,1,68.5,5.4,No,Yes,77.5,80.1,Yes
Female,5.26,1,4,1,61.9,5.5,Yes,No,71.8,53.2,Yes
Male,7.04,2,1,4,84.8,6.4,Yes,Yes,59.4,74.5,No
Female,6.04,4,0,2,82.1,5.3,No,No,67.6,71.8,Yes
Male,7.0,0,0,0,59.5,5.7,Yes,No,73.4,66.1,No
Female,8.18,2,3,3,67.5,7.5,Yes,Yes,89.4,66.0,Yes
Male,7.51,2,1,2,59.1,7.4,No,Yes,78.6,68.8,Yes
Male,8.35,1,4,0,100.0,9.0,Yes,No,78.3,84.7,Yes
Male,7.54,3,1,0,61.2,7.0,No,Yes,74.1,91.4,Yes
Female,5.9,1,3,0,82.9,4.4,Yes,Yes,77.6,66.9,Yes
Male,4.68,1,2,2,100.0,4.2,Yes,Yes,78.3,70.3,Yes
Male,7.35,2,1,2,69.8,6.7,Yes,Yes,57.5,70.3,Yes
Male,6.99,1,0,1,38.9,6.4,No,Yes,81.5,76.7,Yes
Male,6.22,1,1,2,87.7,6.1,No,Yes,74.8,88.7,No
Male,5.5,1,0,1,57.3,4.7,No,Yes,87.1,67.6,Yes
Male,6.47,1,3,3,54.7,5.1,No,No,65.9,76.2,No
Female,7.01,1,1,1,91.7,8.1,No,No,91.8,71.5,No
Female,7.87,1,1,0,45.5,8.0,No,No,66.6,58.0,No
Male,7.39,4,1,4,86.5,6.9,Yes,Yes,86.7,82.2,Yes
Female,8.81,1,0,0,61.6,7.4,No,No,70.4,78.6,No
Female,6.16,2,2,1,37.2,4.8,Yes,Yes,81.3,83.7,Yes
Male,8.08,1,2,0,78.3,7.0,Yes,No,88.3,60.8,Yes
Male,7.25,0,2,1,31.2,5.5,Yes,Yes,80.4,76.2,Yes
Male,7.89,0,0,2,64.3,8.4,Yes,No,72.5,80.8,No
Female,6.76,1,4,1,40.5,7.2,Yes,No,70.0,76.6,No
Male,8.27,2,4,3,60.1,4.2,Yes,Yes,72.0,78.2,Yes
Female,7.5,2,2,1,75.5,4.7,Yes,No,63.3,85.9,No
Male,6.52,2,2,2,71.3,6.4,No,Yes,77.1,60.9,Yes
Female,7.19,0,3,2,68.1,5.1,Yes,No,87.8,81.5,No
Male,6.96,1,2,1,80.1,8.2,Yes,Yes,86.1,71.8,Yes
Male,7.69,0,1,0,65.0,3.7,Yes,Yes,87.8,56.9,Yes
Female,6.02,2,0,1,61.8,6.4,Yes,Yes,82.7,49.4,No
Female,7.17,1,4,2,69.3,4.1,No,No,56.9,65.9,No
Female,7.6,0,1,3,55.1,5.9,No,Yes,71.5,82.8,No
Female,7.23,0,2,2,77.9,4.6,Yes,No,80.3,73.0,Yes
Female,8.55,0,2,4,66.1,6.4,No,Yes,70.6,70.9,No
Female,7.97,2,2,0,75.7,5.1,No,No,71.8,77.8,Yes
Male,7.19,2,2,2,62.3,5.5,No,Yes,77.3,73.5,Yes
Female,7.42,0,2,1,72.5,8.1,Yes,Yes,75.5,64.7,No
Male,7.5,3,3,1,75.0,5.8,No,Yes,81.9,82.0,Yes
Male,7.6,2,2,0,34.7,2.4,Yes,Yes,67.3,54.7,No
Female,5.37,1,1,1,43.1,6.3,No,No,49.7,85.2,No
Male,6.9,0,4,0,56.6,8.6,No,No,64.4,55.8,No
Female,5.72,0,4,1,63.0,7.0,Yes,No,88.1,68.5,No
Female,8.48,4,1,0,84.1,7.9,Yes,No,76.1,59.0,Yes
Male,7.14,3,1,2,71.8,5.6,Yes,No,72.0,64.9,No
Male,7.01,1,3,1,72.8,7.5,No,No,88.3,61.5,No
Female,8.1,3,5,0,88.1,5.8,No,Yes,60.7,80.4,Yes
Female,7.62,0,3,2,85.6,7.0,Yes,Yes,85.5,70.1,Yes
Male,6.07,0,2,4,49.9,8.3,Yes,Yes,79.7,74.7,Yes
Male,7.13,3,2,4,83.5,4.9,Yes,No,83.7,59.4,No
Male,6.86,0,4,2,66.6,3.8,No,No,79.8,66.1,No
Male,5.46,0,1,0,57.3,5.9,Yes,No,83.9,81.3,No
Female,6.51,0,1,1,60.6,7.0,Yes,No,80.3,75.2,Yes
Female,7.02,3,2,0,55.6,9.0,Yes,No,78.8,60.9,Yes
Female,7.09,0,4,2,67.1,6.6,No,Yes,79.6,68.3,Yes
Female,5.72,0,0,0,63.8,7.4,Yes,Yes,63.9,74.1,Yes
Male,8.35,2,2,2,83.5,5.5,No,Yes,67.2,91.1,Yes
Male,7.1,0,2,3,94.0,5.5,Yes,No,100.0,83.4,Yes
Female,7.24,2,3,0,58.9,7.0,No,No,67.9,93.7,Yes
Female,7.6,1,3,1,45.6,8.9,Yes,No,64.3,77.1,Yes
Female,6.41,1,2,4,75.0,6.5,Yes,Yes,71.0,69.0,Yes
Female,7.66,0,0,4,79.1,6.9,No,No,68.4,79.7,No
Female,6.83,1,3,0,70.7,5.5,No,No,64.9,91.5,No
Female,6.3,2,4,1,41.9,5.7,Yes,Yes,82.0,62.2,Yes
Female,7.77,1,4,0,53.1,8.2,Yes,Yes,72.6,54.6,No
Female,8.69,0,4,2,67.2,4.3,No,Yes,62.6,51.4,No
Female,7.92,2,0,1,55.8,5.4,Yes,No,68.2,89.1,Yes
Male,8.12,1,2,1,50.0,6.1,Yes,Yes,63.3,81.0,Yes
Female,6.68,0,1,1,97.2,6.7,Yes,No,70.9,75.0,Yes
Male,5.6,2,3,4,50.0,6.4,Yes,No,82.8,66.3,Yes
Male,8.69,0,5,3,83.1,7.7,Yes,Yes,74.7,78.8,Yes
Female,9.25,1,0,2,71.2,10.0,No,No,79.8,75.8,Yes
Female,8.74,0,1,1,74.1,4.9,No,Yes,78.0,71.0,Yes
Male,6.86,2,2,0,82.1,6.9,No,No,74.4,63.1,No
Male,6.05,2,3,1,54.7,5.5,Yes,No,77.5,66.3,No
Female,6.13,2,1,5,60.5,7.9,No,No,80.1,80.7,Yes
Male,5.52,2,3,1,72.1,9.3,No,Yes,64.4,70.6,Yes
Female,7.09,2,2,3,37.3,6.4,No,No,86.7,86.5,Yes
Female,8.81,1,3,4,89.7,8.0,Yes,No,88.7,81.9,Yes
Female,7.06,2,2,0,66.7,5.0,Yes,No,68.0,65.6,Yes
Male,7.5,1,2,1,50.9,8.4,Yes,Yes,81.3,67.5,Yes
Male,8.58,0,5,1,81.4,9.1,No,No,75.0,81.9,No
Female,6.8,1,1,0,66.4,6.3,Yes,Yes,71.7,83.7,Yes
Male,9.24,1,2,2,54.2,7.5,No,Yes,94.5,74.3,No
Male,9.19,0,1,2,79.2,4.6,No,Yes,70.6,62.0,No
Male,7.07,0,3,1,30.1,5.6,No,Yes,70.0,69.6,No
Male,6.62,3,1,1,71.3,7.3,No,No,75.4,63.0,No
Male,7.9,1,3,3,84.7,10.0,No,No,71.9,87.0,Yes
Male,6.85,1,4,0,52.5,3.8,Yes,Yes,61.7,73.5,Yes
Male,6.04,1,5,0,45.8,6.8,No,Yes,69.2,69.6,No
Female,8.48,1,3,2,71.3,8.4,No,Yes,83.9,65.7,Yes
Male,8.42,1,2,1,54.8,9.2,No,Yes,77.0,50.8,No
Male,7.36,2,1,2,98.7,6.2,No,No,77.1,67.8,Yes
Male,5.94,3,1,1,57.0,8.4,No,No,85.4,72.1,Yes
Male,5.97,0,2,1,62.1,7.6,No,Yes,78.8,63.1,No
Male,7.31,1,2,0,72.8,9.2,No,No,64.2,79.9,Yes
Male,6.7,0,3,1,37.7,6.2,No,No,80.4,60.2,No
Male,6.86,3,1,1,65.9,6.6,No,No,75.3,73.7,No
Male,8.22,2,1,1,81.8,5.6,No,Yes,73.7,77.6,Yes
Female,7.93,0,2,3,63.8,6.1,No,No,79.8,69.7,No
Male,8.58,0,0,1,47.8,6.0,No,Yes,62.2,61.5,No
Male,6.21,1,1,2,58.5,5.3,Yes,Yes,70.9,70.7,Yes
Male,6.86,1,2,2,36.3,9.2,No,Yes,71.9,61.3,No
Male,7.96,4,2,3,60.6,6.6,No,Yes,90.4,70.8,Yes
Female,7.65,0,4,1,81.7,5.8,No,Yes,70.1,74.8,Yes
Female,8.73,2,1,1,55.6,5.9,Yes,No,81.1,71.3,Yes
Female,7.62,3,4,2,75.5,4.2,Yes,No,70.2,64.2,No
Female,9.05,2,1,0,42.8,7.4,Yes,Yes,72.0,66.3,Yes
Female,7.74,2,2,2,93.2,5.2,Yes,Yes,79.8,87.4,Yes
Female,8.26,0,3,5,82.0,5.6,No,No,67.2,87.5,No
Female,6.88,1,4,0,57.6,8.2,No,No,61.9,69.1,Yes
Female,7.21,0,0,0,45.2,5.7,No,Yes,68.4,65.7,No
Female,8.11,0,4,0,57.4,7.2,No,Yes,78.7,70.6,Yes
Female,8.81,0,3,0,69.2,5.7,No,Yes,75.8,59.6,No
Female,7.93,0,5,4,81.3,5.7,No,Yes,89.5,65.0,Yes
Female,7.12,1,2,0,33.3,5.6,No,No,87.3,80.3,No
Female,8.58,0,3,2,83.1,6.2,No,Yes,78.9,82.8,Yes
Female,5.01,2,2,5,68.9,4.4,Yes,Yes,76.5,83.3,Yes
Female,5.78,0,2,0,47.5,7.6,No,Yes,78.7,57.6,No
Female,7.88,3,1,0,26.8,10.0,No,No,70.2,75.3,No
Male,7.21,0,2,3,67.1,7.4,Yes,No,78.4,75.1,Yes
Female,7.81,0,0,2,68.3,5.1,No,Yes,58.5,66.2,No
Male,7.26,0,1,0,55.8,7.5,No,Yes,76.2,83.7,No
Female,7.77,5,2,0,78.7,4.2,Yes,No,81.1,93.8,Yes
Female,6.39,1,0,2,95.5,5.3,No,No,81.1,69.2,No
Male,7.77,3,3,2,59.0,5.8,Yes,Yes,89.8,87.1,Yes
Female,8.19,2,0,1,53.8,8.1,No,Yes,66.7,60.7,No
Male,8.42,3,2,2,90.8,7.5,No,No,93.3,69.9,Yes
Male,9.21,1,4,2,61.7,4.4,No,Yes,100.0,73.4,Yes
Male,7.44,1,2,3,74.9,7.7,No,No,84.0,88.6,Yes
Female,7.47,1,0,0,55.9,5.7,Yes,Yes,92.6,58.2,Yes
Female,5.68,1,0,1,82.1,7.4,No,Yes,79.0,89.0,No
Female,6.67,3,2,2,46.3,5.4,No,No,64.0,56.5,No
Male,7.01,1,2,3,67.2,6.3,Yes,Yes,59.8,81.6,Yes
Male,8.25,1,1,3,69.4,5.3,Yes,No,53.3,73.4,No
Female,6.59,1,0,4,62.3,,No,No,81.4,83.6,No
Female,8.0,1,5,1,55.5,4.7,No,No,82.6,73.1,Yes
Female,7.2,1,3,0,91.9,5.2,No,Yes,82.9,74.3,Yes
Female,7.02,1,0,2,77.1,5.5,No,Yes,80.1,63.1,No
Female,7.45,1,2,0,52.0,5.0,No,No,75.0,86.1,No
Male,6.81,0,2,1,36.7,5.9,Yes,Yes,60.8,69.3,No
Male,6.77,1,0,1,87.2,6.6,No,No,58.0,88.0,Yes
Male,5.5,0,2,2,51.1,8.5,No,Yes,71.4,71.5,No
Female,6.95,2,4,3,65.9,4.8,Yes,No,59.7,80.3,Yes
Male,6.72,0,6,1,66.4,4.9,No,No,49.6,57.7,No
Male,6.68,0,2,0,69.3,6.6,Yes,Yes,75.2,68.7,No
Male,7.62,2,1,2,39.7,4.0,No,No,77.0,67.1,No
Male,7.86,0,3,1,59.8,6.9,Yes,No,72.4,71.9,Yes
Male,7.43,1,3,1,64.8,6.5,No,Yes,76.7,56.8,No
Female,8.2,2,2,3,64.2,7.3,Yes,Yes,59.7,74.0,Yes
Male,7.78,0,0,3,75.7,9.9,No,No,82.0,82.0,Yes
Female,6.9,1,3,0,67.5,6.6,No,No,82.7,83.0,Yes
Female,6.74,0,1,1,71.7,5.7,Yes,No,71.1,78.7,No
Female,7.51,3,0,1,56.0,7.9,No,Yes,52.6,64.1,Yes
Female,7.77,1,1,3,90.6,6.5,Yes,No,67.7,85.3,No
Female,8.6,1,2,2,60.7,6.3,Yes,Yes,79.0,66.2,Yes
Male,8.39,1,3,2,69.9,9.2,No,Yes,66.1,82.1,Yes
Male,6.66,0,4,2,66.7,7.6,No,No,97.7,69.8,No
Female,7.1,4,2,1,71.8,5.1,No,No,81.5,93.9,No
Female,7.87,0,1,0,83.0,5.1,No,Yes,79.5,70.6,No
Female,8.27,1,5,2,52.4,4.5,No,Yes,80.1,71.4,Yes
Male,8.14,0,1,1,77.4,4.8,No,Yes,64.4,68.5,Yes
Female,7.14,0,3,0,76.1,8.2,No,Yes,75.7,67.3,Yes
Male,5.95,0,2,2,67.6,5.7,No,Yes,54.9,68.8,Yes
Female,6.2,1,2,1,68.4,3.8,No,No,53.5,70.2,No
Male,7.47,0,4,1,47.7,7.2,Yes,Yes,72.3,74.5,No
Female,7.54,1,1,3,59.9,6.8,No,No,73.3,60.6,Yes
Male,6.1,2,1,2,36.4,5.8,No,No,84.5,98.6,No
Female,7.24,1,2,1,60.4,5.5,No,Yes,63.5,80.8,No
Male,7.83,1,1,2,64.1,6.5,Yes,No,75.0,72.2,Yes
Male,6.05,2,1,0,44.0,6.6,No,Yes,69.7,58.5,No
Male,8.3,1,4,3,69.5,7.1,No,Yes,58.5,59.4,Yes
Male,6.82,1,0,1,83.1,3.9,No,No,71.0,83.6,No
Male,8.46,1,4,0,68.2,4.9,No,No,65.2,75.8,No
Male,6.67,2,1,2,64.9,5.8,No,Yes,68.0,56.1,No
Male,6.17,2,1,2,57.1,4.5,Yes,No,70.8,67.1,No
Female,6.74,0,1,1,70.6,7.2,No,No,96.5,60.6,No
Female,7.1,1,1,4,49.8,7.5,No,Yes,82.3,83.2,No
Female,6.81,1,2,1,28.8,5.6,No,Yes,84.9,82.6,Yes
Female,6.98,0,3,4,88.7,7.5,No,Yes,79.6,72.9,Yes
Female,7.53,2,3,1,79.4,6.8,No,No,75.5,71.5,No
Male,7.03,1,1,3,48.5,6.8,No,Yes,84.6,83.0,No
Male,7.13,2,4,4,43.3,2.2,No,No,72.3,86.5,No
Male,5.49,0,4,0,66.6,6.2,No,Yes,59.8,69.0,No
Male,7.59,0,2,1,66.0,5.6,No,Yes,73.7,77.5,Yes
Male,7.11,0,3,2,77.2,6.3,Yes,Yes,74.1,73.7,No
Female,8.81,0,2,1,60.0,5.9,Yes,No,97.7,64.7,Yes
Female,6.26,1,5,1,82.3,4.7,No,Yes,84.4,66.8,Yes
Female,5.39,2,1,3,61.8,6.0,No,No,70.7,63.6,No
Female,7.82,1,1,1,83.2,5.9,No,Yes,73.1,73.9,Yes
Male,7.55,1,3,4,62.3,7.9,No,Yes,70.2,71.3,Yes
Male,6.19,1,2,4,52.0,6.3,No,Yes,67.1,74.8,Yes
Male,5.67,2,1,2,59.4,5.6,No,Yes,80.7,83.8,Yes
Female,8.74,0,0,2,74.8,4.6,No,No,52.3,71.0,No
Male,8.61,0,2,1,70.3,10.0,No,Yes,74.3,85.6,No
Female,4.71,1,2,4,65.8,8.0,No,No,66.3,68.9,No
Male,6.74,0,5,1,49.3,6.7,Yes,No,57.4,71.2,No
Male,8.86,2,4,0,64.1,4.4,No,No,56.1,75.1,No
Female,6.72,2,3,1,55.2,4.2,Yes,No,78.9,81.7,Yes
Male,6.71,3,3,1,54.8,,Yes,Yes,91.9,73.8,Yes
Male,6.92,1,5,2,79.9,8.9,No,No,61.7,70.7,Yes
Female,6.08,0,1,2,53.5,6.9,No,Yes,83.3,81.3,Yes
Male,5.5,1,3,0,52.7,5.3,No,No,71.2,62.7,No
Female,8.25,1,1,0,69.7,5.7,No,Yes,71.1,78.9,Yes
Male,5.36,1,4,2,51.3,5.2,No,Yes,78.3,78.1,Yes
Male,7.45,1,5,3,,9.6,No,Yes,71.8,79.0,Yes
Male,8.09,0,2,0,93.9,6.2,Yes,No,78.5,81.0,No
Male,5.75,2,2,1,62.5,7.7,Yes,No,85.8,75.6,Yes
Male,,2,3,3,75.1,7.9,No,Yes,76.5,98.5,Yes
Male,8.41,1,2,1,100.0,4.6,No,Yes,75.9,75.5,Yes
Male,7.73,0,3,1,68.0,6.6,No,Yes,84.3,64.8,Yes
Male,6.58,1,1,1,72.9,6.1,No,No,71.3,71.8,No
Female,8.4,0,1,1,69.7,8.4,No,Yes,85.8,66.8,Yes
Female,8.41,2,1,1,60.1,7.4,No,No,91.5,67.2,Yes
Male,7.47,0,3,1,66.9,6.4,No,No,85.2,67.6,No
Male,6.3,2,0,2,62.3,6.7,Yes,No,79.2,79.5,Yes
Female,6.79,0,4,0,51.3,5.5,No,No,84.7,56.2,No
Male,7.49,2,2,1,77.5,5.1,No,No,69.9,57.1,Yes
Male,7.01,1,2,1,37.9,5.4,No,No,83.5,59.5,No
Female,8.14,1,3,1,65.1,7.2,Yes,No,72.7,70.6,No
Male,5.67,1,0,4,60.8,7.9,No,Yes,71.9,56.8,No
Male,5.71,0,3,0,49.5,7.4,No,No,70.6,66.7,No
Female,7.38,2,2,1,74.3,4.2,No,No,88.0,84.9,No
Male,6.71,2,1,1,49.7,7.0,No,Yes,87.3,74.2,Yes
Male,6.57,0,3,3,58.9,7.4,Yes,Yes,87.8,61.1,Yes
Female,5.43,0,3,0,75.9,9.1,No,Yes,79.3,75.2,Yes
Male,7.22,0,3,1,36.1,4.5,No,Yes,53.8,84.8,Yes
Female,7.15,0,2,0,81.2,8.1,No,Yes,46.8,72.3,No
Male,7.85,2,3,0,64.5,8.9,Yes,Yes,78.2,66.0,Yes
Male,7.27,2,1,0,60.4,4.9,No,Yes,72.5,71.5,No
Female,7.07,3,1,6,44.3,7.5,No,Yes,58.8,57.1,No
Female,8.38,0,3,1,66.4,4.0,No,Yes,77.0,61.2,No
Male,5.89,2,0,1,65.4,6.5,No,Yes,70.9,65.4,No
Female,7.74,1,1,0,73.2,4.9,Yes,No,89.4,65.4,No
Female,5.53,1,1,0,58.0,7.5,No,No,74.6,68.7,No
Male,6.36,0,2,1,50.4,6.4,No,Yes,70.2,61.8,No
Male,5.99,0,3,3,69.7,6.0,Yes,No,61.4,79.4,No
Male,7.98,1,3,1,56.3,7.4,No,No,75.5,74.4,No
Female,7.13,2,4,1,72.6,5.2,No,No,83.4,68.8,No
Female,7.19,1,2,1,49.5,6.5,Yes,Yes,73.1,72.1,Yes
Female,6.09,1,3,3,76.9,7.5,No,Yes,82.8,67.8,Yes
Female,6.9,0,2,0,87.4,6.0,No,No,74.9,57.4,No
Male,6.44,1,6,0,62.5,6.7,Yes,Yes,82.8,66.6,Yes
Female,7.58,5,5,2,85.2,6.1,Yes,No,75.5,58.3,Yes
Male,6.21,1,0,1,76.3,8.6,Yes,Yes,60.9,66.8,Yes
Female,8.53,3,1,1,70.0,8.6,Yes,Yes,87.3,70.1,Yes
Male,5.52,1,0,2,64.8,6.4,Yes,Yes,85.1,61.8,No
Male,6.39,1,0,1,56.8,6.3,No,No,86.0,74.1,Yes
Male,8.88,1,2,2,83.0,5.0,No,No,100.0,81.2,No
Female,6.76,0,1,6,79.9,9.9,No,No,74.0,91.0,Yes
Male,5.89,1,1,2,49.3,7.7,Yes,No,74.4,78.6,Yes
Male,7.42,0,0,1,66.7,7.9,No,Yes,73.5,83.6,Yes
Female,6.72,3,4,2,52.8,8.6,No,Yes,69.3,70.3,Yes
Male,6.36,1,3,0,72.1,6.4,No,No,80.5,60.2,Yes
Female,6.1,1,1,0,76.2,6.1,Yes,No,71.9,60.0,No
Female,9.97,1,2,3,41.5,8.7,Yes,No,89.6,69.6,Yes
Male,6.95,1,2,1,63.7,5.7,Yes,No,75.6,70.5,No
Male,5.27,2,3,2,71.4,6.2,Yes,No,80.8,81.5,No
Female,8.69,0,1,1,66.4,7.0,Yes,No,79.4,67.0,Yes
Male,7.81,1,0,1,91.8,4.9,Yes,Yes,80.9,72.6,Yes
Female,6.43,1,1,2,41.4,7.7,No,No,65.8,72.4,No
Female,6.27,1,1,2,85.3,7.3,No,No,87.8,58.4,No
Female,7.87,1,0,3,51.7,5.7,No,Yes,79.8,76.1,Yes
Male,6.95,1,3,1,32.9,8.2,No,No,80.1,62.9,No
Female,5.27,1,4,4,69.8,4.7,No,No,79.7,64.7,No
Male,8.99,0,2,0,63.1,5.9,No,No,51.4,72.0,No
Male,6.77,0,1,1,66.4,8.7,No,No,76.1,65.1,No
Male,8.7,1,1,3,72.8,6.3,No,Yes,75.9,81.9,Yes
Male,8.48,1,4,1,73.2,4.3,No,Yes,77.6,81.3,Yes
Female,6.2,2,1,5,57.0,6.9,No,No,85.2,68.3,Yes
Male,8.23,1,2,1,77.2,6.1,No,No,84.1,74.6,Yes
Female,6.55,1,1,1,34.7,7.3,No,No,84.9,89.0,No
Female,5.33,1,3,1,63.6,8.1,No,Yes,65.3,62.2,No
Male,6.78,1,2,1,81.9,6.4,No,No,76.2,72.2,No
Female,7.6,2,1,2,69.3,2.9,No,Yes,59.4,59.9,Yes
Female,6.74,0,2,2,65.7,7.3,Yes,Yes,75.8,74.5,Yes
Male,6.89,1,0,1,59.8,5.0,No,Yes,63.8,50.9,No
Female,8.34,0,4,1,70.2,7.3,Yes,Yes,72.4,73.6,Yes
Female,7.31,0,1,0,60.8,7.8,Yes,Yes,83.1,78.8,Yes
Female,6.36,2,1,0,74.4,8.1,Yes,Yes,96.4,68.8,Yes
Female,7.9,2,3,0,57.2,7.8,No,No,65.4,73.0,No
Male,7.4,1,1,2,87.9,6.0,No,Yes,77.5,60.9,No
Female,4.68,1,2,2,73.2,6.3,No,Yes,74.5,73.6,Yes
Female,7.63,0,3,1,92.2,7.1,No,Yes,70.4,81.0,Yes
Female,7.59,1,3,1,59.2,7.7,No,Yes,77.9,84.1,Yes
Female,7.22,2,1,1,83.4,5.0,No,No,78.0,67.5,Yes
Male,8.09,0,1,1,46.0,7.9,No,Yes,75.9,62.4,Yes
Female,6.53,1,0,1,75.8,3.8,Yes,No,61.3,57.3,No
Male,7.54,1,0,0,63.3,3.4,Yes,Yes,75.4,84.2,No
Female,5.63,3,2,2,66.8,4.0,Yes,No,81.3,66.1,Yes
Male,7.61,1,3,1,75.9,7.3,No,No,58.6,66.6,Yes
Male,9.15,0,2,1,76.1,7.4,Yes,No,67.7,49.6,Yes
Male,6.21,2,2,1,77.6,6.8,No,No,65.8,68.8,No
Male,6.44,0,2,1,70.3,5.7,Yes,No,73.3,99.8,No
Male,6.49,3,5,0,73.1,7.2,Yes,No,82.7,91.0,Yes
Female,7.33,3,4,0,61.7,5.5,No,Yes,72.9,72.5,Yes
Female,6.14,0,2,0,55.3,6.0,No,No,89.5,85.6,No
Female,7.62,1,0,1,67.5,5.2,Yes,No,78.2,65.4,No
Male,8.05,1,2,3,32.8,7.5,Yes,No,75.7,87.3,Yes
Female,7.73,0,2,2,71.3,5.6,No,Yes,75.4,74.2,Yes
Male,5.43,1,2,2,78.0,7.1,No,No,57.0,78.9,Yes
Male,8.2,2,3,1,74.3,6.6,No,No,73.9,66.6,No
Female,8.14,1,3,1,55.8,8.9,Yes,Yes,79.1,77.2,Yes
Female,8.03,4,1,1,34.3,6.6,Yes,Yes,93.6,100.0,Yes
